eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificme,Commonme,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude N,Longitude W,Pollutionscore,Endlatitude,Endlongitude,geodeticDatum,countryCode,Comments
S1TIN C,S1TIN C4,Human observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 41.839,W005 17.280,,,,WGS84,GB,
S1TIN D,S1TIN D1,Human observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.825,W005 17.275,,,,WGS84,GB,
S1TIN D,S1TIN D2,Human observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.825,W005 17.275,,,,WGS84,GB,
S1TIN E,S1TIN E1,Human observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,1,1,Individual,Present,N55 41.809,W005 17.269,,,,WGS84,GB,
S1TIN F,S1TIN F1,Human observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,4,4,Individual,Present,N55 41.793,W005 17.255,,,,WGS84,GB,
S1TIN F,S1TIN F2,Human observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 41.793,W005 17.255,,,,WGS84,GB,
S1TIN F,S1TIN F3,Human observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.793,W005 17.255,,,,WGS84,GB,
S1TIN F,S1TIN F4,Human observation ,11/09/2025,Animalia,Thysanoptera,Thysanoptera,Thrip,Order,1,1,Individual,Present,N55 41.793,W005 17.255,,,,WGS84,GB,
S1TIN F,S1TIN F5,Human observation ,11/09/2025,Animalia,Diptera,Tipuloidea,Crane fly,Family,1,1,Individual,Present,N55 41.793,W005 17.255,,,,WGS84,GB,
S1TIN G,S1TIN G1,Human observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,2,2,Individual,Present,N55 41.778,W005 17.249,,,,WGS84,GB,
S1TIN H,S1TIN H1,Human observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,3,3,Individual,Present,N55 41.763,W005 17.235,,,,WGS84,GB,
S1TIN H,S1TIN H2,Human observation ,11/09/2025,Animalia,Araneae,Araneae,Spider,Order,1,1,Individual,Present,N55 41.763,W005 17.235,,,,WGS84,GB,
S1TIN H,S1TIN H3,Human observation ,11/09/2025,Animalia,Homoptera,Homoptera,Insect,Order,2,2,Individual,Present,N55 41.763,W005 17.235,,,,WGS84,GB,
S1TIN H,S1TIN H4,Human observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True bug,Order,1,1,Individual,Present,N55 41.763,W005 17.235,,,,WGS84,GB,
N2TIN J,N2TIP J1,Human observation ,10/09/2025,Animalia,Coleoptera,Calathus fuscipes,Ground Beetle,Family,7,7,Individual,Present,N55 42.143,W005 16.419,,,,WGS84,GB,
N2TIN D,N2TIN D1,Human observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True bug,Order,5,5,Individual,Present,N55 42.219,W005 16.534,,,,WGS84,GB,
N2TIN D,N2TIN D2,Human observation ,11/09/2025,Animalia,Diptera,Diptera,Fly,Order,2,2,Individual,Present,N55 42.219,W005 16.534,,,,WGS84,GB,
N2TIN F,N2TIN F1,Human observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True bug,Order,1,1,Individual,Present,N55 42.198,W005 16.488,,,,WGS84,GB,
N2TIN F,N2TIN F2,Human observation ,11/09/2025,Animalia,Hemiptera,Aphididae,Aphid,Family,1,1,Individual,Present,N55 42.198,W005 16.488,,,,WGS84,GB,
N2TIN F,N2TIN F3,Human observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 42.198,W005 16.488,,,,WGS84,GB,
N2TIN G,N2TIN G1,Human observation ,11/09/2025,Animalia,Hymenoptera,Formicidae,Ant,Family,1,1,Individual,Present,N55 42.185,W005 16.468,,,,WGS84,GB,
N2TIN I,N2TIN I1,Human observation ,11/09/2025,Animalia,Ixodida,Ixodoidea,Tick,Family,6,6,Individual,Present,N55 42.161,W005 16.431,,,,WGS84,GB,
N1TIN F,N1TIN F1,Human observation ,11/09/2025,Animalia,Hemiptera,Hemiptera,True bug,Order,1,1,Individual,Present,N55 42.295,W005 16.471,,,,WGS84,GB,
N3TIT E,N3TIT E1,Human observation,09/09/2025,Animalia ,Lepidoptera ,Aporophyla nigra ,Black rustic ,Species ,3,3,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E2,Human observation,09/09/2025,Animalia ,Lepidoptera ,Xestia xanthographa ,Square spot rustic ,Species ,3,3,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E3,Human observation,09/09/2025,Animalia ,Lepidoptera ,Geometridae,Larval geometrid,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E4,Human observation,09/09/2025,Animalia ,Diptera,Tipula oleracea ,Marsh crane fly ,Species ,2,2,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E5,Human observation,09/09/2025,Animalia ,Lepidoptera ,Noctua pronuba ,Large yellow underwing,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E6,Human observation,09/09/2025,Animalia ,Lepidoptera ,Paradiarsia glareosa ,Autuml rustic ,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E7,Human observation,09/09/2025,Animalia ,Lepidoptera ,Xestia agathi ,Heath rustic ,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E8,Human observation,09/09/2025,Animalia ,Lepidoptera ,Blastobasis lacticolella,Large pale masoner ,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
N3TIT E,N3TIT E9,Human observation,09/09/2025,Animalia ,Lepidoptera ,Stilbia anomala,The anomalous,Species ,1,1,Individual,Present ,N55 42.203,W005 16.683,,,,WGS84,GB,
S3TIT E,S3TIT E1,Human observation,09/09/2025,Animalia ,Lepidoptera ,Denticucullus pygmi,Small wainscot,Species ,2,2,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT E,S3TIT E2,Human observation,09/09/2025,Animalia ,Diptera,Tipula paludosa,European crane fly,Species ,2,2,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT E,S3TIT E3,Human observation,09/09/2025,Animalia ,Lepidoptera ,Xestia castanea,Neglected rustic,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT E,S3TIT E4,Human observation,09/09/2025,Animalia ,Trichoptera ,Limnephilus lutus,Caddis fly,Species ,2,2,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT E,S3TIT E5,Human observation,09/09/2025,Animalia ,Lepidoptera ,Dysstroma truncata,Common marbled carpet,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT E,S3TIT E6,Human observation,09/09/2025,Animalia ,Ixodida,Ixodes ricinus,Sheep tick ,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT E,S3TIT E7,Human observation,09/09/2025,Animalia ,Julida,Tachypodoiulus niger,White legged ske millipede,Species ,1,1,Individual,Present ,N55 41.922,W005 17.005,,,,WGS84,GB,
S3TIT A,S3TIT A1,Human observation,10/09/2025,Animalia ,Lepidoptera ,Xestia xanthographa ,Square spot rustic ,Species ,12,12,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A2,Human observation,10/09/2025,Animalia ,Lepidoptera ,Colostygia pectitaria,Green carpet moth,Species ,3,3,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A3,Human observation,10/09/2025,Animalia ,Lepidoptera ,Xestia agathi ,Heath rustic ,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A4,Human observation,10/09/2025,Animalia ,Lepidoptera ,Conistra vaccinii,Chestnut moth,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A5,Human observation,10/09/2025,Animalia ,Lepidoptera ,Xanthia togata,Pink barred sallow moth,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A6,Human observation,10/09/2025,Animalia ,Lepidoptera ,Denticucullus pygmi,Small wainscot,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A7,Human observation,10/09/2025,Animalia ,Lepidoptera ,Clubio Latreille,Leaf curling sac spiders,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A8,Human observation,10/09/2025,Animalia ,Lepidoptera ,Dysstroma truncata,Common marbled carpet,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A9,Human observation,10/09/2025,Animalia ,Diptera,Sciaridae,Dark winged fungus gts ,Family,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A10,Human observation,10/09/2025,Animalia ,Trichoptera ,Limnephilus lutus,Cinmon sedge caddisfly,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A11,Human observation,10/09/2025,Animalia ,Diptera,Tipula rufi,Crane fly ,Species ,2,2,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A12,Human observation,10/09/2025,Animalia ,Diptera,Tipula paludosa/oleracea,Crane fly,Order,10,10,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A13,Human observation,10/09/2025,Animalia ,Diptera,Tipula paludosa ,European crane fly,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
S3TIT A,S3TIT A14,Human observation,10/09/2025,Animalia ,Diptera,Tipula oleracea ,Marsh crane fly ,Species ,1,1,Individual,Present ,N55 42.027,W005 17.134,,,,WGS84,GB,
N3TIT A,N3TIT A1,Human observation,10/09/2025,Animalia ,Lepidoptera ,Standfussia lucernea,Northern rustic ,Species ,1,1,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A2,Human observation,10/09/2025,Animalia ,Lepidoptera ,Denticucullus pygmi,Small wainscot,Species ,2,2,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A3,Human observation,10/09/2025,Animalia ,Lepidoptera ,Xestia xanthographa ,Square spot rustic ,Species ,2,2,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A4,Human observation,10/09/2025,Animalia ,Diptera,Limoniidae,Crane fly ,Family,3,3,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A5,Human observation,10/09/2025,Animalia ,Araneae,Linyphiidae,Money spider,Family ,1,1,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A6,Human observation,10/09/2025,Animalia ,Hemiptera,Rhopalidae,Scentless plant bugs,Family,1,1,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A7,Human observation,10/09/2025,Animalia ,Lepidoptera ,Agrius convolvuli,Convolvulus hawk moth,Species ,1,1,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A8,Human observation,10/09/2025,Animalia ,Lepidoptera ,Tipulidae,Crane fly ,Family,1,1,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A9,Human observation,10/09/2025,Animalia ,Hymenoptera,Ophion sp,Parasitic wasps,Genus ,2,2,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
N3TIT A,N3TIT A10,Human observation,10/09/2025,Animalia ,Trichoptera ,Limnephilus lutus,Cinmon sedge caddisfly,Species ,1,1,Individual,Present ,N55 42.253,W005 16.755,,,,WGS84,GB,
S3TIT J,S3TIT J1,Human observation,11/09/2025,Animalia ,Trichoptera ,Trichoptera,Caddis fly,Order,1,1,Individual,Present ,N55 41.828,W005 16.810,,,,WGS84,GB,
S3TIT J,S3TIT J2,Human observation,11/09/2025,Animalia ,Hymenoptera,Cardri morpheus,Mottled rustic,Species,1,1,Individual,Present ,N55 41.828,W005 16.810,,,,WGS84,GB,
S3TIT J,S3TIT J3,Human observation,11/09/2025,Animalia ,Diptera,Culicidae,Mosquito,Family,4,4,Individual,Present ,N55 41.828,W005 16.810,,,,WGS84,GB,
S3TIT J,S3TIT J4,Human observation,11/09/2025,Animalia ,Diptera,Tipuloidea,Crane fly ,Super family,1,1,Individual,Present ,N55 41.828,W005 16.810,,,,WGS84,GB,
N3TIT J,N3TIT J1,Human observation,11/09/2025,Animalia ,Lepidoptera ,Aporophyla nigra ,Black rustic ,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J2,Human observation,11/09/2025,Animalia ,Lepidoptera ,Xestia xanthographa ,Square spot rustic ,Species,5,5,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J3,Human observation,11/09/2025,Animalia ,Trichoptera ,Trichoptera,Caddis fly,Order,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J4,Human observation,11/09/2025,Animalia ,Lepidoptera ,Euxoa nigricans,Garden dart,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J5,Human observation,11/09/2025,Animalia ,Diptera,Tipuloidea,Crane fly ,Super family,4,4,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J6,Human observation,11/09/2025,Animalia ,Diptera,Culicidae,Mosquito,Family ,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J7,Human observation,11/09/2025,Animalia ,Diptera,Diptera ,Fly,Family,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J8,Human observation,11/09/2025,Animalia ,Lepidoptera ,Colostygia pectitaria,Green carpet moth,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,WGS84,GB,
N3TIT J,N3TIT J9,Human observation,11/09/2025,Animalia ,Lepidoptera ,Cardri morpheus,Mottled rustic,Species,1,1,Individual,Present ,N55 42.061,W005 16.371,,,,,,
N3P A,N3P A1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.253,W005 16.761,,,,WGS84,SCO,
N3P B,N3P B1,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,20,Percentagecover,Present,N55  42.231,W005 16.724,,,,WGS84,SCO,
N3P B,N3P B2,Humanobservation,10/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,50,Percentagecover,Present,N55  42.231,W005 16.724,,,,WGS84,SCO,
N3P B,N3P B3,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.231,W005 16.724,,,,WGS84,SCO,
N3P B,N3P B4,Humanobservation,10/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,50,Percentagecover,Present,N55  42.231,W005 16.724,,,,WGS84,SCO,
N3P C,N3P C1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.205,W005 16.686,,,,WGS84,SCO,
N3P C,N3P C2,Humanobservation,10/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,60,Percentagecover,Present,N55  42.205,W005 16.686,,,,WGS84,SCO,
N3P C,N3P C3,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,10,Percentagecover,Present,N55  42.205,W005 16.686,,,,WGS84,SCO,
N3P C,N3P C4,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,100,Percentagecover,Present,N55  42.205,W005 16.686,,,,WGS84,SCO,
N3P C,N3P C5,Humanobservation,10/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,15,Percentagecover,Present,N55  42.205,W005 16.686,,,,WGS84,SCO,
N3P D,N3P D1,Humanobservation,10/09/2025,Plantae,Dipsacales,Lonicera periclymenum,European honeysuckle,Species,1,20,Percentagecover,Present,N55  42.182,W005 16.640,,,,WGS84,SCO,
N3P D,N3P D2,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.182,W005 16.640,,,,WGS84,SCO,
N3P D,N3P D3,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,50,Percentagecover,Present,N55  42.182,W005 16.640,,,,WGS84,SCO,
N3P D,N3P D4,Humanobservation,10/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,5,Percentagecover,Present,N55  42.182,W005 16.640,,,,WGS84,SCO,
N3P E,N3P E1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.156,W005 16.606,,,,WGS84,SCO,
N3P E,N3P E2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,25,Percentagecover,Present,N55  42.156,W005 16.606,,,,WGS84,SCO,
N3P F,N3P F1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.134,W005 16.563,,,,WGS84,SCO,
N3P F,N3P F2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,60,Percentagecover,Present,N55  42.134,W005 16.563,,,,WGS84,SCO,
N3P F,N3P F3,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,40,Percentagecover,Present,N55  42.134,W005 16.563,,,,WGS84,SCO,
N3P G,N3P G1,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,33,Percentagecover,Present,N55  42.110,W005 16.517,,,,WGS84,SCO,
N3P G,N3P G2,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.110,W005 16.517,,,,WGS84,SCO,
N3P G,N3P G3,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,40,Percentagecover,Present,N55  42.110,W005 16.517,,,,WGS84,SCO,
N3P H,N3P H1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.080,W005 16.471,,,,WGS84,SCO,
N3P H,N3P H2,Humanobservation,10/09/2025,Plantae,Ranunculales,Ranunculus repens,Creeping buttercup,Species,1,25,Percentagecover,Present,N55  42.080,W005 16.471,,,,WGS84,SCO,
N3P H,N3P H3,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,60,Percentagecover,Present,N55  42.080,W005 16.471,,,,WGS84,SCO,
N3P H,N3P H4,Humanobservation,10/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.080,W005 16.471,,,,WGS84,SCO,
N3P H,N3P H5,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,35,Percentagecover,Present,N55  42.080,W005 16.471,,,,WGS84,SCO,
N3P I,N3P I1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.071,W005 16.414,,,,WGS84,SCO,
N3P I,N3P I2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,10,Percentagecover,Present,N55  42.071,W005 16.414,,,,WGS84,SCO,
N3P J,N3P J1,Humanobservation,10/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,100,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J2,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,33,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J3,Humanobservation,10/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,40,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J4,Humanobservation,10/09/2025,Plantae,Rosales,Rubus fruticosus L.,European blackberry,Species,1,3,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J5,Humanobservation,10/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J6,Humanobservation,10/09/2025,Plantae,Fabales,Ulex europaeus,Gorse,Species,1,10,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N3P J,N3P J7,Humanobservation,10/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,60,Percentagecover,Present,N55  42.056,W005 16.365,,,,WGS84,SCO,
N1P A,N1P A1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,90,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P A,N1P A2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,10,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P A,N1P A3,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P A,N1P A4,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,5,Percentagecover,Present,N55  42.354,W005 16.577,,,,WGS84,SCO,
N1P B,N1P B1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,90,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B5,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,80,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P B,N1P B6,Humanobservation,11/09/2025,Plantae,Dicrales,Dicranum scoparium,Broom fork-moss,Species,1,15,Percentagecover,Present,N55  42.342,W005 16.557,,,,WGS84,SCO,
N1P C,N1P C1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,55,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,35,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P C,N1P C5,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55  42.329,W005 16.537,,,,WGS84,SCO,
N1P D,N1P D1,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,80,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D2,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,15,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,5,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P D,N1P D5,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,90,Percentagecover,Present,N55 42.318,W005 16.517,,,,WGS84,SCO,
N1P E,N1P E1,Humanobservation,11/09/2025,Plantae,Lamiales,Teucrium scorodonia,Wood sage,Species,1,15,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E3,Humanobservation,11/09/2025,Plantae,Poales,Avenella flexuosa,Wavy hair-grass,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,10,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E5,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorshire fog,Species,1,20,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P E,N1P E6,Humanobservation,11/09/2025,Plantae,Gentiales,Galium mollugo,Hedge bedstraw,Species,1,80,Percentagecover,Present,N55 42.307,W005 16.494,,,,WGS84,SCO,
N1P F,N1P F1,Humanobservation,11/09/2025,Plantae,Digitalis,Digitalis purpurea,Common foxglove,Species,1,5,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F2,Humanobservation,11/09/2025,Plantae,Ericales,Callu vulgaris,Common heather,Species,1,60,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F3,Humanobservation,11/09/2025,Plantae,Ericales,Erica cinerea,Bell heather,Species,1,20,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
N1P F,N1P F4,Humanobservation,11/09/2025,Plantae,Hyples,Rhytidadelphus triquetrus,Big shaggy-moss,Species,1,80,Percentagecover,Present,N55 42.295,W005 16.471,,,,WGS84,SCO,
